bag_id,bsn,Openbare_ruimte_id,Nummeraanduiding_id,Adresseerbaar_object_id,Pand_id,Kadastraal_object_id,Zakelijk_recht_id,Kadastraal_subject_id,Transactie_id,Adresseerbaar_object_type,Straatcode,Naam_officieel,Naam_nen,Naam_ptt,Huisnummer,Huisletter,Toevoeging,Postcode,Gebruiksdoel,Aantal_kamers,Woonoppervlak,Indicatie_nevenadres,Documentmutatiedatum,Documentmutatienummer,Bouwlaagtoegang,Aantal_bouwlagen,Type_woonobject_oms,Eigendomsverhouding,Financieringswijze,Feitelijk_gebruik,Ligging_gebouw,Status_nummeraanduiding,Nummeraanduiding_vervallen,Nummeraanduiding_ingangsdatum,Nummeraanduiding_einddatum,Status_adresseerbaar_object,Aot_x_coordinaat,Aot_y_coordinaat,Oorspronkelijk_bouwjaar,Kadgemkode,Sektielt,Konr,Kolt,Koindex,Perceeloppervlak,Ddtransakt,Zakelijkrecht,Aandeel,Ffkoopsom,Subjekt_oms
363010000673205,777777777,3630000003593,3630000135159,3630000673205,3630012963500,533121,2449585,20863,1416318,vbo,15997,Hoogwoudstraat,Hoogwoudstraat,HOOGWOUDSTR,1,,,1023 XW,Best-woning,4,70,nee,02-04-13,GV00001616_AC00AC,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-49,,Verblijfsobject in gebruik,124456,489586,1949,ASD31,AL,5260,G,0,93,2016-01-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al
363010000639105,888888888,3630000002904,3630000101269,3630000639105,3630013120216,91438,510958,24759,484014,vbo,12068,Fred. Thomasstraat,Fred. Thomasstraat,F THOMASSTR,1,,,1068 WD,Best-woning,4,62,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-60,,Verblijfsobject in gebruik,115960,485293,1960,STN02,D,9073,G,0,23,05-10-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten
363010000639105,999999999,3630000002904,3630000101269,3630000639105,3630013120216,475696,510858,24759,483952,vbo,12068,Fred. Thomasstraat,Fred. Thomasstraat,F THOMASSTR,1,,,1068 WD,Best-woning,4,62,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-60,,Verblijfsobject in gebruik,115960,485293,1960,STN02,D,8478,G,0,68,05-10-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten
363010000676491,111111111,3630000003625,3630000138320,3630000676491,3630012963046,126091,1662303,20850,860862,vbo,16489,IJselstraat,IJselstraat,YSELSTR,1,,1,1078 CA,Best-woning,4,59,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-25,,Verblijfsobject in gebruik,122007,484481,1925,ASD18,V,5624,G,0,218,04-12-01,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V
363010000668624,222222222,3630000003568,3630000130598,3630000668624,3630013049054,333989,563049,289716,567111,vbo,15636,Hofgeest,Hofgeest,HOFGEEST,1,,,1102 EA,Best-woning,4,89,nee,02-04-13,GV00001616_AC00AC,6,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,onbekend,naamgeving uitgegeven,N,01-01-69,,Verblijfsobject in gebruik,125731,480542,1969,WPK02,L,6234,A,79,,2020-12-07,Eigendom,1-jan.,100000,Rvg Beleggingen Amsterdam B.V.
363010000660465,333333333,3630000003355,3630000122554,3630000660465,3630012966352,315768,240002,139894,1241587,vbo,14567,Heemstedestraat,Heemstedestraat,HEEMSTEDESTR,1,,2,1058 NM,Best-woning,4,54,nee,02-04-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-28,,Verblijfsobject in gebruik,118271,485006,1928,STN02,O,2863,A,23,,17-09-96,Eigendom,1-jan.,100000,Vve.V/H Gebouw Heemstedestraat 20-28 Te Amsterdam
363010000660465,444444444,3630000003355,3630000122554,3630000660465,3630012966352,308292,295146,198119,1220218,vbo,14567,Heemstedestraat,Heemstedestraat,HEEMSTEDESTR,1,,2,1058 NM,Best-woning,4,54,nee,02-04-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-28,,Verblijfsobject in gebruik,118271,485006,1928,STN02,O,10,G,0,686,17-09-96,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Van Het Gebouw Heemstedestr 20-28 (Even Nummers) Te Amsterdam
363010000660465,555555555,3630000003355,3630000122554,3630000660465,3630012966352,308292,295146,198119,1220218,vbo,14567,Heemstedestraat,Heemstedestraat,HEEMSTEDESTR,1,,2,1058 NM,Best-woning,4,54,nee,02-04-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-28,,Verblijfsobject in gebruik,118271,485006,1928,STN02,O,10,G,0,686,17-09-96,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Van Het Gebouw Heemstedestr 20-28 (Even Nummers) Te Amsterdam
363010000977483,666666666,3630000002857,3630000096305,3630000977483,3630012983226,168684,132683,1246,1120141,vbo,11436,Evertsweertstraat,Evertsweertstraat,EVERTSWEERTSTR,1,,,1069 EB,Best-woning,99,1,nee,09-09-10,GV00000406,99,99,Meergezinswoning,huur,Ongesubsidieerde bouw,(detail)handel / winkel,onbekend,naamgeving uitgegeven,N,01-01-88,,Verblijfsobject in gebruik,114674,485614,1962,STN02,E,3884,G,0,958,03-10-94,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam
363010000672454,777777777,3630000003590,3630000134460,3630000672454,3630013099987,316202,1278272,24761,181669,vbo,15962,Hoogoord,Hoogoord,HOOGOORD,1,,,1102 CA,Best-woning,2,61,nee,02-04-13,GV00001616_AC00AC,5,1,Meergezinswoning,eigendom,Sociale huursector woningwet,woning,onbekend,naamgeving uitgegeven,N,01-01-68,,Verblijfsobject in gebruik,125520,480611,1969,WPK02,L,5227,A,67,,2015-04-05,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Weesperkarspel
363010000670700,888888888,3630000003587,3630000132693,3630000670700,3630012964030,169612,2703070,409918,1592473,vbo,15903,Hoofdweg,Hoofdweg,HOOFDWG,1,A,H,1058 AW,Best-woning,8,250,nee,2024-04-12,SE00374437,0,3,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-27,,Verblijfsobject in gebruik (niet ingemeten),118611,485924,1927,STN02,M,353,G,0,116,12-02-13,Recht van erfpacht,1-jan.,100000,Buro Amsterdam B.V.
363010000670700,999999999,3630000003587,3630000132693,3630000670700,3630012964030,169613,2703071,409918,1592474,vbo,15903,Hoofdweg,Hoofdweg,HOOFDWG,1,A,H,1058 AW,Best-woning,8,250,nee,2024-04-12,SE00374437,0,3,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-27,,Verblijfsobject in gebruik (niet ingemeten),118611,485924,1927,STN02,M,355,G,0,32,12-02-13,Eigendom,1-jan.,100000,Buro Amsterdam B.V.
363010000670700,111111111,3630000003587,3630000132693,3630000670700,3630012964030,169612,2703069,24759,1592473,vbo,15903,Hoofdweg,Hoofdweg,HOOFDWG,1,A,H,1058 AW,Best-woning,8,250,nee,2024-04-12,SE00374437,0,3,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-27,,Verblijfsobject in gebruik (niet ingemeten),118611,485924,1927,STN02,M,353,G,0,116,12-02-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten
363010000634876,222222222,3630000002864,3630000097251,3630000634876,3630013125295,139252,1759717,20853,1004610,vbo,11525,Fannius Scholtenstraat,Fannius Scholtenstraat,F SCHOLTENSTR,1,,1,1051 EX,Best-woning,2,38,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120007,488641,1902,ASD21,Y,2546,G,0,107,07-04-93,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Y
363010000676740,333333333,3630000003627,3630000138541,3630000676740,3630013046291,416731,2127760,20863,375799,vbo,16500,Ilpendammerstraat,Ilpendammerstraat,ILPENDAMMERSTR,1,,,1023 AV,Best-woning,3,52,nee,09-09-10,GV00000406,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-26,,Verblijfsobject in gebruik,124905,489430,1926,ASD31,AL,3561,G,0,97,2013-02-06,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al
363010000730282,444444444,3630000004229,3630000191203,3630000730282,3630013035171,126229,1707530,1246,832701,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,H,1072 JM,Best-woning,3,60,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5904,G,0,149,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam
363010000730282,555555555,3630000004229,3630000191203,3630000730282,3630013035171,126230,1707535,1246,832704,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,H,1072 JM,Best-woning,3,60,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5905,G,0,158,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam
363010000730282,666666666,3630000004229,3630000191203,3630000730282,3630013035171,126231,1707540,1246,832707,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,H,1072 JM,Best-woning,3,60,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5906,G,0,150,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam
363010000730282,777777777,3630000004229,3630000191203,3630000730282,3630013035171,126232,1707545,1246,832710,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,H,1072 JM,Best-woning,3,60,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5907,G,0,149,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam
363010000730282,888888888,3630000004229,3630000191203,3630000730282,3630013035171,126228,1707525,1246,832698,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,H,1072 JM,Best-woning,3,60,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5903,G,0,137,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam
363010000730283,999999999,3630000004229,3630000191204,3630000730283,3630013035171,126231,1707540,1246,832707,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,1,1072 JM,Best-woning,3,57,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5906,G,0,150,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam
363010000730283,111111111,3630000004229,3630000191204,3630000730283,3630013035171,126232,1707545,1246,832710,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,1,1072 JM,Best-woning,3,57,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5907,G,0,149,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam
363010000730283,222222222,3630000004229,3630000191204,3630000730283,3630013035171,126230,1707535,1246,832704,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,1,1072 JM,Best-woning,3,57,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5905,G,0,158,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam
363010000730283,333333333,3630000004229,3630000191204,3630000730283,3630013035171,126229,1707530,1246,832701,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,1,1072 JM,Best-woning,3,57,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5904,G,0,149,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam
